Start period,Rank,Relation: ID,Stay opportunity,Status selection,Stay: ID,Institution,Stay: GPA outgoing
First Semester 2021,1,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Rejected,13369,University of Melbourne,"4,28"
First Semester 2021,2,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Rejected,13369,Helsingin Yliopisto,"4,28"
First Semester 2021,3,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,13369,McGill University,"4,28"
First Semester 2021,1,2739,"BORRAR-Exchange Student-Universität St. Gallen-Schools: Management, Law, Economics and Social Sciences-Outgoing",Rejected,13369,Universität St. Gallen,"4,28"
First Semester 2021,2,1285,Exchange Student-Radboud University-School of Law-Outgoing,Selected,13369,Radboud Universiteit Nijmegen,"4,28"
First Semester 2021,3,1754,Exchange student-Aalborg Universitet-Universidad de los Andes-Outgoing,Rejected,13369,Aalborg Universitet,"4,28"
Second Semester 2021,1,996,Exchange Student-Tilburg University-School of Law-Outgoing,Selected,15095,Tilburg University,"4,28"
Second Semester 2021,2,2739,"BORRAR-Exchange Student-Universität St. Gallen-Schools: Management, Law, Economics and Social Sciences-Outgoing",Rejected,15095,Universität St. Gallen,"4,28"
First Semester 2020,1,1013,Exchange Student-Université Paris Dauphine-Universidad de los Andes-Outgoing,Selected,8464,Université Paris-Dauphine,"4,39"
First Semester 2020,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,8464,Universidad Carlos III de Madrid,"4,39"
First Semester 2020,3,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,8464,University of Bristol,"4,39"
,1,,,Pending,8298,,"4,19"
,2,,,Pending,8298,,"4,19"
First Semester 2022,1,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Rejected,16587,IE Universidad,"3,91"
First Semester 2022,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,16587,Universitat Ramon Llull,"3,91"
First Semester 2022,3,62,Exchange Student Undergraduate-ESSEC Business School-School of Management-Outgoing,Rejected,16587,ESSEC Business School,"3,91"
Second Semester 2022,1,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Selected,19176,IE Universidad,"3,92"
Second Semester 2022,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,19176,Universitat Ramon Llull,"3,92"
Second Semester 2022,3,322,Exchange Student-Universidade Católica Portuguesa-School of Management-Outgoing,Rejected,19176,Universidade Católica Portuguesa,"3,92"
First Semester 2020,1,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Pending,14334,University of Melbourne,"3,56"
First Semester 2020,2,1244,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Mechanical Engineering-Outgoing,Pending,14334,Universidade de Lisboa,"3,56"
First Semester 2021,1,1244,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Mechanical Engineering-Outgoing,Pending,14334,Universidade de Lisboa,"3,56"
First Semester 2020,1,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Selected,8524,Technische Universität München (TUM),"3,93"
First Semester 2020,2,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Rejected,8524,University of New South Wales,"3,93"
First Semester 2020,3,23,Exchange Student Undergraduate-Australian National University-Universidad de los Andes-Outgoing,Rejected,8524,Australian National University,"3,93"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14827,Justus-Liebig-Universität Giessen,"4,04"
Second Semester 2022,1,486,Double degree-Toulouse Business School-School of Management-Outgoing,Rejected,19852,TOULOUSE BUSINESS SCHOOL,"3,96"
Second Semester 2022,1,1995,Exchange Student-Université Laval-School of Management -Outgoing,Selected,18619,Université Laval,"3,91"
Second Semester 2022,2,51,Exchange Student-Ecole des Hautes Etudes Commerciales (HEC) de Montréal-School of Management-Outgoing,Rejected,18619,Ecole des Hautes Etudes Commerciales (HEC) de Montréal,"3,91"
Second Semester 2018,1,71,Exchange Student Undergraduate-Frankfurt School of Finance & Management-School of Management-Outgoing,Pending,2479,Frankfurt School of Finance & Management,"3,53"
Second Semester 2018,1,968,Exchange Student-Univerza v Ljubljani-School of Management-Outgoing,Pending,2723,Univerza v Ljubljani,"3,53"
Second Semester 2018,2,531,Exchange Student-Kühne Logistics University-School of Management-Outgoing,Pending,2479,Kühne Logistics University,"3,53"
Second Semester 2018,2,462,Exchange Student-Zeppelin University-Universidad de los Andes-Outgoing,Pending,2723,Zeppelin Universität,"3,53"
Second Semester 2018,3,538,Exchange Student-Universität Mannheim-School of Management-Outgoing,Pending,2479,Universität Mannheim,"3,53"
Second Semester 2018,3,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Pending,2723,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"3,53"
First Semester 2020,1,503,Exchange Student-Eberhard Karls Universität Tübingen-Universidad de los Andes-Outgoing,Rejected,8661,Eberhard Karls Universität Tübingen,"3,90"
First Semester 2020,2,1016,Exchange Student-Universität Mannheim-School of Economics-Outgoing,Rejected,8661,Universität Mannheim,"3,90"
First Semester 2020,3,78,Exchange Student-Georg-August-Universität Göttingen-School of Economics-Outgoing,Selected,8661,Georg-August-Universität Göttingen,"3,90"
Second Semester 2019,1,786,Exchange Student-Instituto Tecnológico Autónomo de México-Universidad de los Andes-Outgoing,Rejected,7701,Instituto Tecnológico Autónomo de México,"3,70"
Second Semester 2019,2,248,Exchange Student-Universidad de Chile-School of Engineering-Outgoing,Selected,7701,Universidad de Chile,"3,70"
Second Semester 2018,1,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Selected,2453,Technische Universiteit Eindhoven,"3,78"
Second Semester 2018,2,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Rejected,2453,Purdue University,"3,78"
Second Semester 2018,3,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,2453,Kungliga Tekniska högskolan (KTH),"3,78"
Second Semester 2018,1,680,Exchange Student-Universidade de São Paulo-Universidad de los Andes-Outgoing,Selected,2536,Universidade de São Paulo,"3,85"
Second Semester 2018,2,671,BORRAR-Exchange Student-Pontificia Universidade Católica do Rio de Janerio-Universidad de los Andes-Outgoing,Rejected,2536,Pontificia Universidade Católica do Rio de Janeiro,"3,85"
Second Semester 2018,3,677,Exchange Student-Universidade de Brasilia-Universidad de los Andes-Outgoing,Rejected,2536,Universidade de Brasilia (UnB),"3,85"
Second Semester 2020,1,114,Exchange Student-Johannes Gutenberg-Universität Mainz-Universidad de los Andes-Outgoing,Rejected,11625,Johannes Gutenberg-Universität Mainz,"3,61"
Second Semester 2021,2,513,Exchange Student Undergraduate-Justus Liebig Universität Giessen-Universidad de los Andes-Outgoing,Selected,11625,Justus-Liebig-Universität Giessen,"3,61"
Second Semester 2020,3,1277,CINDA-Universidad de los Andes-Outgoing,Rejected,11625,Universidad de Málaga,"3,61"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14666,Justus-Liebig-Universität Giessen,"3,80"
First Semester 2019,1,1005,SMILE Exchange-Universidad Politécnica de Madrid-ETSIDI-Mechanical Engineering-Chemical Engineering-Outgoing,Selected,3501,Universidad Politécnica de Madrid,"3,32"
First Semester 2019,2,1004,SMILE Exchange-Universidad Politécnica de Madrid-ETSII-Industrial Egineering-Chemical Engineering-Outgoing,Rejected,3501,Universidad Politécnica de Madrid,"3,32"
First Semester 2019,3,908,Exchange Student-Universitat Politècnica de Catalunya-(EEBE)-School of Engineering-Outgoing,Rejected,3501,Universitat Politècnica de Catalunya,"3,32"
Second Semester 2021,1,3135,Exchange Student-Universidad de Granada-Universidad de los Andes-Outgoing,Selected,15430,Universidad de Granada,"4,24"
Second Semester 2018,1,921,Exchange Student-Universitat Pompeu Fabra-School of Law-Outgoing,Pending,2468,Universitat Pompeu Fabra,"3,90"
Second Semester 2018,2,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Pending,2468,Universidad de Santiago de Compostela,"3,90"
Second Semester 2018,3,319,Exchange Student-Universidade Católica Portuguesa-School of Law-Outgoing,Pending,2468,Universidade Católica Portuguesa,"3,90"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,2778,Cornell University,"4,07"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,12631,Cornell University,"4,11"
Second Semester 2019,1,1392,Exchange Student-Universidad Nacional Autónoma de México UNAM-Universidad de los Andes-Outgoing,Selected,8209,Universidad Nacional Autónoma de México,"4,44"
Second Semester 2018,1,680,Exchange Student-Universidade de São Paulo-Universidad de los Andes-Outgoing,Rejected,2417,Universidade de São Paulo,"3,44"
Second Semester 2018,2,783,Exchange Student-Líderes del mañana-TEC PUEBLA-Universidad de los Andes-Outgoing,Selected,2417,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"3,44"
Second Semester 2018,3,248,Exchange Student-Universidad de Chile-School of Engineering-Outgoing,Rejected,2417,Universidad de Chile,"3,44"
Second Semester 2022,1,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,19037,Politecnico di Milano,"4,38"
Second Semester 2022,2,1244,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Mechanical Engineering-Outgoing,Selected,19037,Universidade de Lisboa,"4,38"
Second Semester 2022,3,1809,SMILE-Norwegian University of Science and Technology - Mechanical Engineering-Outgoing,Rejected,19037,Norges Teknisk-Naturvitenskapelige Universitet,"4,38"
Second Semester 2022,1,,,Rejected,19299,,"4,38"
Second Semester 2020,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Selected,11500,University College London,"4,54"
Second Semester 2020,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,11500,Universidad Carlos III de Madrid,"4,54"
Second Semester 2020,3,1091,Exchange Student-University of Groningen-School of Economics-Outgoing,Rejected,11500,Rijksuniversiteit Groningen,"4,54"
Second Semester 2018,1,564,Exchange Student-KEDGE BS-Bourdeaux-School of Management-Outgoing,Pending,2451,Universidad de Investigación de Tecnología Experimental YACHAY,"3,95"
Second Semester 2018,1,968,Exchange Student-Univerza v Ljubljani-School of Management-Outgoing,Rejected,2722,Univerza v Ljubljani,"3,95"
Second Semester 2018,2,211,Exchange Student Undergraduate-Toulouse Business School-School of Management-Outgoing,Pending,2451,TOULOUSE BUSINESS SCHOOL,"3,95"
Second Semester 2018,2,57,Exchange Student Undergraduate-ESCP Europe-School of Management-Outgoing,Selected,2722,ESCP Europe,"3,95"
Second Semester 2018,3,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Pending,2451,IE Universidad,"3,95"
Second Semester 2021,1,1629,Exchange Master Student-Jönköping University Business School-School of Management-Outgoing,Selected,15559,Högskolan i Jönköping,"4,08"
Second Semester 2022,1,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Pending,18516,Purdue University,"4,13"
Second Semester 2022,2,453,Exchange Student-University of Regina-Universidad de los Andes-Outgoing,Pending,18516,University of Regina,"4,13"
Second Semester 2022,3,1257,Exchange Student-Tulane University-Universidad de los Andes,Pending,18516,Tulane University,"4,13"
Second Semester 2021,1,3997,VMP-Princeton University-Department of History-Outgoing,Selected,16604,Princeton University,"4,01"
First Semester 2019,1,695,Exchange Student Undergraduate-Universidade Presbiteriana Mackenzie-Architecture Department-Outgoing,Selected,3469,Universidade Presbiteriana Mackenzie (MACKENZIE),"4,25"
First Semester 2019,2,671,BORRAR-Exchange Student-Pontificia Universidade Católica do Rio de Janerio-Universidad de los Andes-Outgoing,Rejected,3469,Pontificia Universidade Católica do Rio de Janeiro,"4,25"
First Semester 2022,1,1004,SMILE Exchange-Universidad Politécnica de Madrid-ETSII-Industrial Egineering-Chemical Engineering-Outgoing,Rejected,16483,Universidad Politécnica de Madrid,"4,36"
First Semester 2022,2,1011,SMILE Exchange-Universidad Politécnica de Madrid-ETSI-Systems and Computing Engineering-Outgoing,Selected,16483,Universidad Politécnica de Madrid,"4,36"
First Semester 2022,3,2094,SMILE-Exchange Student Undergraduate-Universitat Politecnica de Catalunya-Industrial Engineering Department-Outgoing,Rejected,16483,Universitat Politècnica de Catalunya,"4,36"
Second Semester 2019,1,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Rejected,7595,University of New South Wales,"4,20"
Second Semester 2019,2,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Selected,7595,University of Bristol,"4,20"
Second Semester 2019,3,1353,Exchange Student-The University of Auckland-Universidad de los Andes -Outgoing,Rejected,7595,The University of Auckland,"4,20"
Inter-semester 2022,1,1023,SURF-Purdue University-Universidad de los Andes-Outgoing,Rejected,19759,Purdue University,"4,39"
Inter-semester 2022,1,1337,SURF-Vanderbilt University-Universidad de los Andes-Outgoing,Pending,19943,Vanderbilt University,"4,39"
Inter-semester 2022,2,4622,"SURF-Cornell University, Boyce Thompson Institute -School of Sciences-Outgoing",Pending,19943,Cornell University,"4,39"
Second Semester 2022,1,153,Exchange Student-Politecnico di Milano-Department of Architecture-Outgoing,Selected,18799,Politecnico di Milano,"4,65"
Second Semester 2022,2,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,18799,University College London,"4,65"
Second Semester 2022,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Rejected,18799,Københavns Universitet,"4,65"
,1,,,Pending,8300,,"4,22"
First Semester 2021,1,1305,Exchange Student-Università Commerciale 'Luigi Bocconi' di Milano-School of Management-Outgoing,Rejected,13498,Università Commerciale 'Luigi Bocconi' di Milano,"4,15"
First Semester 2021,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,13498,Universitat Ramon Llull,"4,15"
First Semester 2021,3,2739,"BORRAR-Exchange Student-Universität St. Gallen-Schools: Management, Law, Economics and Social Sciences-Outgoing",Rejected,13498,Universität St. Gallen,"4,15"
First Semester 2021,1,1305,Exchange Student-Università Commerciale 'Luigi Bocconi' di Milano-School of Management-Outgoing,Rejected,13498,Università Commerciale 'Luigi Bocconi' di Milano,"4,15"
Second Semester 2021,2,2739,"BORRAR-Exchange Student-Universität St. Gallen-Schools: Management, Law, Economics and Social Sciences-Outgoing",Selected,13498,Universität St. Gallen,"4,15"
First Semester 2021,3,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,13498,Universitat Ramon Llull,"4,15"
Second Semester 2018,1,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Pending,2356,Technische Universität München (TUM),"3,42"
Second Semester 2018,2,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Pending,2356,Technische Universiteit Eindhoven,"3,42"
Second Semester 2018,3,199,Exchange Student-Seoul National University-Universidad de los Andes-Outgoing,Pending,2356,Seoul National University,"3,42"
First Semester 2019,1,786,Exchange Student-Instituto Tecnológico Autónomo de México-Universidad de los Andes-Outgoing,Rejected,3467,Instituto Tecnológico Autónomo de México,"3,95"
First Semester 2019,2,262,Exchange Student-Universidad de Monterrey-Universidad de los Andes-Outgoing,Rejected,3467,Universidad de Monterrey,"3,95"
First Semester 2019,3,976,Exchange Student-Universidad de Buenos Aires-School of Engineering-Outgoing,Selected,3467,Universidad de Buenos Aires,"3,95"
Inter-semester 2022,1,1337,SURF-Vanderbilt University-Universidad de los Andes-Outgoing,Pending,19932,Vanderbilt University,"4,10"
Second Semester 2022,1,,,Pending,20082,Lunds universitet,"4,35"
Second Semester 2018,1,1191,GE3 - RWTH Aachen University - School of Engineering - Outgoing,Pending,2662,Rheinisch-Westfälische Technische Hochschule Aachen,"3,41"
Second Semester 2018,2,1209,GE3 - Delft University of Technology (TU Delft) - School of Engineering - Outgoing,Pending,2662,Technische Universiteit Delft,"3,41"
Second Semester 2018,3,1197,GE3 - City University of Hong Kong - School of Engineering - Outgoing,Pending,2662,City University of Hong Kong,"3,41"
Second Semester 2019,1,1880,Exchange Student-Líderes del mañana-TEC MONTERREY-Universidad de los Andes-Outgoing,Pending,10380,,"3,76"
Second Semester 2019,2,1892,Exchange Student-Líderes del mañana-TEC GUADALAJARA-Universidad de los Andes-Outgoing,Pending,10380,,"3,76"
First Semester 2022,1,3769,Exchange Master Student-Universidad del País Vasco-School of Engineering-Outgoing,Selected,16967,Universidad del País Vasco / Euskal Herriko Unibertsitatea,"4,50"
First Semester 2022,2,4122,Exchange master Student-Universitat Politècnica de València-School of Engineering-Outgoing,Rejected,16967,Universitat Politècnica de València,"4,50"
First Semester 2022,3,2766,Exchange Master Student-Universidad Adolfo Ibáñez-School of Engineering-Outgoing,Rejected,16967,Universidad Adolfo Ibáñez,"4,50"
Second Semester 2022,1,3360,SMILE-Grenoble-INP-Department of Industrial-Outgoing,Selected,18914,Grenoble INP,"4,33"
Second Semester 2022,2,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,18914,Politecnico di Milano,"4,33"
Second Semester 2022,3,342,Exchange Student-Universitat Politècnica de València-School of Engineering-Outgoing,Rejected,18914,Universitat Politècnica de València,"4,33"
First Semester 2021,1,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Rejected,13431,University of Sussex,"3,92"
First Semester 2021,2,2208,Exchange Student-Institut d'Etudes Politiques de Paris-Campus Paris-School of Law Outgoing,Rejected,13431,Institut d'Etudes Politiques de Paris,"3,92"
First Semester 2021,3,2739,"BORRAR-Exchange Student-Universität St. Gallen-Schools: Management, Law, Economics and Social Sciences-Outgoing",Rejected,13431,Universität St. Gallen,"3,92"
First Semester 2021,1,,Exchange Student-Université Paris Dauphine-School of Management; Economics and Center for Journalism Studies-Outgoing,Selected,13431,Université Paris-Dauphine,"3,92"
First Semester 2021,2,2208,Exchange Student-Institut d'Etudes Politiques de Paris-Campus Paris-School of Law Outgoing,Rejected,13431,Institut d'Etudes Politiques de Paris,"3,92"
First Semester 2021,3,2739,"BORRAR-Exchange Student-Universität St. Gallen-Schools: Management, Law, Economics and Social Sciences-Outgoing",Rejected,13431,Universität St. Gallen,"3,92"
First Semester 2019,1,96,Exchange Student-Institut d'Études Politiques de Lille-Sciences Po Lille-Universidad de los Andes-Outgoing,Selected,3610,Institut d\'Etudes Politiques,"4,16"
First Semester 2019,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,3610,Universidad Carlos III de Madrid,"4,16"
First Semester 2019,3,1051,Exchange Student-Université de Bordeaux-School of Economics-School of Social Sciences-School of Law-Incoming,Rejected,3610,Université de Bordeaux,"4,16"
Second Semester 2022,1,211,Exchange Student Undergraduate-Toulouse Business School-School of Management-Outgoing,Selected,18946,TOULOUSE BUSINESS SCHOOL,"4,29"
Second Semester 2022,2,71,Exchange Student Undergraduate-Frankfurt School of Finance & Management-School of Management-Outgoing,Rejected,18946,Frankfurt School of Finance & Management,"4,29"
Second Semester 2022,3,1496,Exchange Student-EDHEC Business School-School of Management - Outgoing,Rejected,18946,EDHEC Business School,"4,29"
Second Semester 2019,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,7673,University College London,"4,40"
Second Semester 2019,2,1465,Exchange Student-Tilburg University-School of Economics-Outgoing,Rejected,7673,Tilburg University,"4,40"
Second Semester 2019,3,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Selected,7673,Universidad Carlos III de Madrid,"4,40"
First Semester 2020,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Cancelled,8691,University College London,"4,47"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12540,Cornell University,"4,54"
First Semester 2019,1,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Pending,3537,Universidad de Salamanca,"3,69"
First Semester 2019,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Pending,3537,Fundación ESADE - Universidad Ramón Llull,"3,69"
First Semester 2019,3,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Pending,3537,Universidad Carlos III de Madrid,"3,69"
Second Semester 2022,1,1679,Exchange Student-Université de Cergy-Pontoise-Universidad de los Andes - Outgoing,Cancelled,18688,CY Cergy Paris Université,"4,34"
Second Semester 2022,2,1676,Exchange Student-Université du Québec à Montréal (UQAM)-Universidad de los Andes - Outgoing,Rejected,18688,Université du Québec à Montréal,"4,34"
Second Semester 2022,3,905,Exchange Student-Universitat Politècnica de Catalunya-(ETSAB)-Architecture Department-Outgoing,Rejected,18688,Universitat Politècnica de Catalunya,"4,34"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14738,Justus-Liebig-Universität Giessen,"3,57"
First Semester 2020,2,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Pending,14738,Justus-Liebig-Universität Giessen,"3,57"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12571,Cornell University,"3,87"
Second Semester 2018,1,1004,SMILE Exchange-Universidad Politécnica de Madrid-ETSII-Industrial Egineering-Chemical Engineering-Outgoing,Pending,2423,Universidad Politécnica de Madrid,"3,79"
Second Semester 2018,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Pending,2423,Universidad Carlos III de Madrid,"3,79"
Second Semester 2018,3,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Pending,2423,University of Melbourne,"3,79"
Second Semester 2019,1,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Pending,7596,Politecnico di Milano,"3,79"
Second Semester 2019,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Pending,7596,Universidad Carlos III de Madrid,"3,79"
Second Semester 2019,3,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Pending,7596,University of New South Wales,"3,79"
Second Semester 2019,1,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Selected,7609,Technische Universiteit Eindhoven,"4,01"
Second Semester 2019,2,762,SMILE Exchange Student-Universidade do Porto-School of Engineering-Outgoing,Rejected,7609,Universidade do Porto,"4,01"
Second Semester 2019,3,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,7609,Politecnico di Milano,"4,01"
First Semester 2020,1,13,Exchange Student-Aston University-School of Management-Outgoing,Selected,8681,Aston University,"4,05"
First Semester 2020,2,887,Exchange Student-Copenhagen Business School- School of Management-Outgoing,Rejected,8681,Handelshøjskolen i København,"4,05"
First Semester 2020,3,997,Exchange Student-Tilburg University-School of Management-Outgoing,Rejected,8681,Tilburg University,"4,05"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12573,Cornell University,"4,05"
Second Semester 2021,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,15276,McGill University,"4,28"
Second Semester 2021,2,544,Exchange Student Undergraduate-Universität Mannheim-School of Law-Outgoing,Rejected,15276,Universität Mannheim,"4,28"
Second Semester 2021,3,39,Exchange Student-Bucerius Law School - Hochschule für Rechtswissenschaft-School of Law-Outgoing,Rejected,15276,Bucerius Law School - Hochschule für Rechtswissenschaft,"4,28"
First Semester 2019,1,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Pending,3509,University of Melbourne,"3,76"
First Semester 2019,2,652,"Exchange Student-University of Technology, Sydney-Universidad de los Andes-Outgoing",Pending,3509,University of Technology Sydney,"3,76"
First Semester 2019,3,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Pending,3509,University of Melbourne,"3,76"
First Semester 2020,1,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Rejected,8499,University of New South Wales,"4,25"
First Semester 2020,2,652,"Exchange Student-University of Technology, Sydney-Universidad de los Andes-Outgoing",Rejected,8499,University of Technology Sydney,"4,25"
First Semester 2020,3,319,Exchange Student-Universidade Católica Portuguesa-School of Law-Outgoing,Selected,8499,Universidade Católica Portuguesa,"4,25"
First Semester 2022,1,322,Exchange Student-Universidade Católica Portuguesa-School of Management-Outgoing,Rejected,16363,Universidade Católica Portuguesa,"4,13"
First Semester 2022,2,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Selected,16363,Maastricht University,"4,13"
First Semester 2022,3,1716,Exchange Student-Aalto-Yliopisto University-School of Management - Outgoing,Rejected,16363,Aalto-yliopisto,"4,13"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12585,Cornell University,"4,62"
Inter-semester 2020,2,1108,SURF-University of Bayreuth-Universidad de los Andes-Outgoing,Rejected,12585,Universität Bayreuth,"4,62"
Second Semester 2021,1,486,Double degree-Toulouse Business School-School of Management-Outgoing,Rejected,15603,TOULOUSE BUSINESS SCHOOL,"4,00"
First Semester 2021,1,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Rejected,13387,IE Universidad,"3,93"
First Semester 2021,2,57,Exchange Student Undergraduate-ESCP Europe-School of Management-Outgoing,Rejected,13387,ESCP Europe,"3,93"
First Semester 2021,3,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,13387,Maastricht University,"3,93"
First Semester 2021,1,1305,Exchange Student-Università Commerciale 'Luigi Bocconi' di Milano-School of Management-Outgoing,Rejected,13387,Università Commerciale 'Luigi Bocconi' di Milano,"3,93"
First Semester 2021,2,57,Exchange Student Undergraduate-ESCP Europe-School of Management-Outgoing,Selected,13387,ESCP Europe,"3,93"
First Semester 2021,3,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,13387,Maastricht University,"3,93"
Second Semester 2021,1,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Rejected,15021,Universidad de Salamanca,"4,38"
Second Semester 2021,2,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Selected,15021,Universidad de Alicante,"4,38"
Inter-semester 2019,1,,,Pending,8192,Cornell University,"4,44"
Summer School 2018,1,1273,Summer camp - Insituto Confucio -  Nankai University - Outgoing,Selected,2747,Nankai University,
Second Semester 2022,1,156,Exchange Student-Politecnico di Milano-Department of Design-Outgoing,Rejected,18718,Politecnico di Milano,"4,48"
Second Semester 2022,2,2497,CINDA-Università degli Studi di Genova-Universidad de los Andes-Outgoing,Selected,18718,Università degli Studi di Genova,"4,48"
Second Semester 2022,3,1759,Exchange Student-Chung-Ang University-Universidad de los Andes - Outgoing,Rejected,18718,Chung-Ang University,"4,48"
Second Semester 2022,1,2905,Exchange Student-Durham University-Universidad de los Andes-Outgoing,Selected,18749,Durham University,"4,38"
Second Semester 2022,2,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,18749,University College London,"4,38"
Second Semester 2019,1,2265,Exchange Master Student-Universiteit Utrecht-School of Management-Outgoing,Cancelled,12525,Universiteit Utrecht,"4,44"
Second Semester 2019,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,7769,Universitat Ramon Llull,"3,62"
Second Semester 2019,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,7769,Universidad Carlos III de Madrid,"3,62"
