Name,Direction,Level,Degree programme,External institutions,Internal institutions,Internal institution short name,Active
Exchange Student-Universidade de Brasilia-Universidad de los Andes-Outgoing,Outgoing,,"Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Systems and Computing Engineering Bsc|| Part - Time MBA|| Anthropology Minor|| Art History Minor|| Arts Minor|| Ceramics Minor|| Cinema, Video and Animation Minor|| Cultural Projects Minor|| Graph Minor|| Photography Minor|| Biodiversity Minor|| Bioinformatics Minor|| Biology Minor|| Journalism Minor|| Media Minor|| Chemistry Minor|| Design Minor|| Innovation Minor|| Global Public Affairs Minor|| Government Minor|| Public Management Minor|| Public Policy Minor|| Geography Minor|| History Minor|| Classical Studies Minor|| Creative Writing Minor|| Editing Writing Minor|| Asian Studies Minor|| Chinese Language and Culture Minor|| Cultural Studies Minor|| English Language and Culture Minor|| French Language and Culture Minor|| Gender and Sexuality Minor|| German Language and Culture Minor|| Italian Language and Culture Minor|| Japanese Language and Culture Minor|| Portuguese Language and Culture Minor|| Computational Mathematics Minor|| Mathematics Minor|| Blues and Rock Minor|| Choral Minor|| Jazz Practice Minor|| Music History Minor|| Musical Culture Minor|| Musical Language Minor|| Recording Techniques Minor|| Philosophy Minor|| Astronomy Minor|| Physics Minor|| Political Science Minor|| Psychobiology Minor|| Psychological Processes Minor|| Social Psychology Minor|| Economics Minor|| History and Economics Minor|| Education Minor|| Business Law Minor|| Intellectual Property and Entertainment Law Minor|| State and Law Minor|| Entrepreneurship Minor|| Management Minor|| Management of arts and culture Minor|| Digital Narrative Bsc",Universidade de Brasilia (UnB),"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, CEDE, Center for Journalism Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, Design Department, Electrical and Electronic Engineering Department, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Humanities and Literature Department, Industrial Engineering Department, Interdisciplinary Center for Studies of Development (CIDER), International Studies Center, Languages and Culture Department, Mathematics Department, Mechanical Engineering Department, Music Department, Philosophy Department, Physics Department, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Engineering, School of Law, School of Sciences, School of Social Sciences, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","CEDE, CEPER, CESED, IQUIM, ICYA, IELE, , IIND, CIDER, CEI, IMEC, ISIS",Yes
Exchange Student-Universidade de São Paulo-Architecture Department-Incoming,Incoming,Undergraduate / Bachelor,,Universidade de São Paulo,"Architecture Department, School of Architecture and Design, Universidad de Los Andes",,Yes
Exchange Student-Universidade de São Paulo-Architecture Department-Outgoing,Outgoing,,Architecture Bsc,Universidade de São Paulo,"Architecture Department, School of Architecture and Design, Universidad de Los Andes",,Yes
Exchange Student-Universidade de São Paulo-School of Law-Incoming,Incoming,Undergraduate / Bachelor,Law Bsc,Universidade de São Paulo,"School of Law, Universidad de Los Andes",,Yes
Exchange Student-Universidade de São Paulo-School of Law-Outgoing,Outgoing,,Law Bsc,Universidade de São Paulo,"School of Law, Universidad de Los Andes",,Yes
Exchange Student-Universidade de São Paulo-Universidad de los Andes-Incoming,Incoming,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy|| Global Studies Bsc,Universidade de São Paulo,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, Confucius Institute, Continuing Education Direction, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Iniciativa de Sistemas Agroalimentarios, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Japan Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Office of International Affairs, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance, Vice Presidency for Development and Alumni, Vice Presidency of Research and Creation","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, EDCO, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
Exchange Student-Universidade de São Paulo-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Chemistry Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Digital Narrative Bsc,Universidade de São Paulo,"Anthropology Department, Art Department, Art History Department, Biological Sciences Department, Center for Journalism Studies, Chemistry Department, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Humanities and Literature Department, International Studies Center, Languages and Culture Department, Mathematics Department, Music Department, Philosophy Department, Physics Department, Political Sciences Department, Psychology Department, School of Arts and Humanities, School of Sciences, School of Social Sciences, Universidad de Los Andes","CEPER, , CEI",Yes
Exchange Student-Universidade do Porto-Humanities and Literature Department-Incoming,Incoming,Undergraduate / Bachelor,Literature Bsc|| Classical Studies Minor|| Creative Writing Minor|| Editing Writing Minor,Universidade do Porto,"Humanities and Literature Department, School of Arts and Humanities, Universidad de Los Andes",,Yes
Exchange Student-Universidade do Porto-Humanities and Literature Department-Outgoing,Outgoing,,Literature Bsc,Universidade do Porto,"Humanities and Literature Department, School of Arts and Humanities, Universidad de Los Andes",,Yes
Exchange Student-Universidade do Porto-School of Economics-Incoming,Incoming,Undergraduate / Bachelor,Economics Bsc|| Economy (Program for non economists)|| Doctoral Program in Economics|| Master in Economics|| Economics Minor|| History and Economics Minor,Universidade do Porto,"School of Economics, Universidad de Los Andes",,Yes
Exchange Student-Universidade do Porto-School of Economics-Outgoing,Outgoing,Undergraduate / Bachelor,Economics Bsc,Universidade do Porto,"School of Economics, Universidad de Los Andes",,Yes
Exchange student-Universidade do Porto-Universidad de los Andes-Incoming,Incoming,Undergraduate / Bachelor,Architecture Bsc|| Arts Bsc|| Chemistry Bsc|| Design Bsc|| Geosciences Bsc|| History Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Philosophy Bsc|| Physics Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Digital Narrative Bsc|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy,Universidade do Porto,"Architecture Department, Art Department, Art History Department, Biological Sciences Department, CEDE, Center for Journalism Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemistry Department, Design Department, Geosciences Department, History Department, Languages and Culture Department, Mathematics Department, Philosophy Department, Physics Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Law, School of Sciences, School of Social Sciences, Universidad de Los Andes","CEDE, CEPER, CESED, ",Yes
Exchange student-Universidade do Porto-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Chemistry Bsc|| Design Bsc|| Geosciences Bsc|| History Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Philosophy Bsc|| Physics Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Digital Narrative Bsc|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy,Universidade do Porto,"Architecture Department, Art Department, CEDE, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, Design Department, Electrical and Electronic Engineering Department, History Department, Humanities and Literature Department, Industrial Engineering Department, Languages and Culture Department, Mathematics Department, Philosophy Department, Physics Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Engineering, School of Law, School of Sciences, School of Social Sciences, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","CEDE, CESED, IQUIM, ICYA, IELE, IIND, , ISIS",Yes
Exchange Student-Universidade Federal da Bahia (UFBA)-Universidad de los Andes-Incoming,Incoming,Undergraduate / Bachelor,Architecture Bsc|| Arts Bsc|| Biology Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Geosciences Bsc|| History Bsc|| Literature Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Biology|| Law Bsc|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,Universidade Federal da Bahia (UFBA),"Architecture Department, Art Department, Art History Department, Biological Sciences Department, CEDE, Center for Journalism Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, Design Department, Geosciences Department, History Department, Humanities and Literature Department, International Studies Center, Languages and Culture Department, Mathematics Department, Mechanical Engineering Department, Music Department, Philosophy Department, Physics Department, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Sciences, School of Social Sciences, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","CEDE, CEPER, CESED, IQUIM, ICYA, CEI, IMEC, , ISIS",Yes
